longitude,latitude,object,timestamp
-50.16666667,-30.1667,object4,09/01/20 04:34:36 AM
-50.08333333,-30.0833,object3,09/01/20 12:29:51 PM
-50.08333333,-30,object3,09/01/20 01:49:21 AM
-50.08333333,-29.9167,object2,09/01/20 09:11:43 AM
-50,-29.8333,object3,09/01/20 02:16:04 AM
-50,-29.75,object4,09/01/20 04:24:57 AM
-49.91666667,-29.6667,object3,09/01/20 09:40:08 AM
-49.83333333,-29.5833,object4,09/01/20 09:11:08 AM
-49.83333333,-29.5,object3,09/01/20 02:38:05 AM
-49.75,-29.4167,object5,09/01/20 01:54:45 AM
-49.66666667,-29.3333,object3,09/01/20 08:29:51 AM
-49.58333333,-29.25,object3,09/01/20 10:02:54 AM
-49.5,-29.1667,object3,09/01/20 04:38:41 AM
-49.5,-29.0833,object1,09/01/20 05:00:29 AM
-49.41666667,-29,object5,09/01/20 01:51:56 AM
-49.33333333,-28.9167,object4,09/01/20 12:31:12 AM
-49.25,-28.8333,object2,09/01/20 06:52:49 AM
-49.16666667,-28.75,object3,09/01/20 01:35:48 PM
-49.08333333,-28.6667,object5,09/01/20 03:25:12 AM
-49,-28.5833,object4,09/01/20 07:21:23 AM
-48.91666667,-28.5,object4,09/01/20 01:18:36 AM
-48.83333333,-28.4167,object4,09/01/20 04:19:40 AM
-48.75,-28.3333,object1,09/01/20 02:28:46 AM
-48.66666667,-28.25,object4,09/01/20 11:18:56 AM
-48.58333333,-28.1667,object2,09/01/20 12:10:43 PM
-48.58333333,-28.0833,object3,09/01/20 12:00:48 AM
-48.58333333,-28,object1,09/01/20 01:11:48 AM
-48.58333333,-27.9167,object3,09/01/20 01:26:26 PM
-48.58333333,-27.8333,object4,09/01/20 08:05:42 AM
-48.58333333,-27.75,object1,09/01/20 03:31:07 AM
-48.58333333,-27.6667,object4,09/01/20 08:23:01 AM
-48.58333333,-27.5833,object1,09/01/20 06:49:46 AM
-48.58333333,-27.5,object5,09/01/20 09:33:44 AM
-48.58333333,-27.4167,object5,09/01/20 07:46:27 AM
-48.58333333,-27.3333,object4,09/01/20 06:20:40 AM
-48.58333333,-27.25,object5,09/01/20 08:39:31 AM
-48.58333333,-27.1667,object4,09/01/20 10:34:13 AM
-48.58333333,-27.0833,object4,09/01/20 02:26:25 AM
-48.58333333,-27,object4,09/01/20 03:13:36 AM
-48.58333333,-26.9167,object4,09/01/20 09:41:58 AM
-48.58333333,-26.8333,object3,09/01/20 07:37:41 AM
-48.58333333,-26.75,object4,09/01/20 03:26:13 AM
-48.58333333,-26.6667,object4,09/01/20 09:40:41 AM
-48.58333333,-26.5833,object1,09/01/20 11:37:50 AM
-48.58333333,-26.5,object4,09/01/20 04:37:11 AM
-48.58333333,-26.4167,object5,09/01/20 01:44:10 AM
-48.58333333,-26.3333,object5,09/01/20 06:35:38 AM
-48.58333333,-26.25,object5,09/01/20 11:24:54 AM
-48.58333333,-26.1667,object3,09/01/20 10:25:28 AM
-48.58333333,-26.0833,object2,09/01/20 08:32:22 AM
-48.58333333,-26,object2,09/01/20 03:11:32 AM
-48.5,-25.9167,object4,09/01/20 11:20:42 AM
-48.5,-25.8333,object5,09/01/20 01:23:20 AM
-48.41666667,-25.75,object1,09/01/20 03:17:45 AM
-48.41666667,-25.6667,object4,09/01/20 09:11:48 AM
-48.33333333,-25.5833,object4,09/01/20 06:03:17 AM
-48.25,-25.5,object2,09/01/20 09:54:50 AM
-48.16666667,-25.4167,object2,09/01/20 02:22:42 AM
-48.08333333,-25.3333,object3,09/01/20 09:24:45 AM
-48,-25.25,object1,09/01/20 01:50:15 AM
-47.91666667,-25.1667,object2,09/01/20 08:09:56 AM
-47.83333333,-25.0833,object1,09/01/20 11:32:06 AM
-47.83333333,-25,object1,09/01/20 07:26:13 AM
-47.75,-24.9167,object3,09/01/20 02:11:31 AM
-47.66666667,-24.8333,object1,09/01/20 05:16:56 AM
-47.58333333,-24.75,object1,09/01/20 11:32:05 AM
-47.5,-24.6667,object4,09/01/20 06:08:19 AM
-47.41666667,-24.5833,object5,09/01/20 06:13:14 AM
-47.33333333,-24.5833,object1,09/01/20 08:34:25 AM
-47.25,-24.5,object5,09/01/20 04:27:26 AM
-47.16666667,-24.4167,object5,09/01/20 12:13:18 AM
-47.08333333,-24.4167,object5,09/01/20 01:51:38 AM
-47,-24.3333,object3,09/01/20 08:17:21 AM
-46.91666667,-24.25,object5,09/01/20 01:39:22 AM
-46.83333333,-24.1667,object3,09/01/20 05:00:57 AM
-46.75,-24.0833,object3,09/01/20 11:36:16 AM
-46.66666667,-24.0833,object4,09/01/20 08:15:07 AM
-46.58333333,-24,object2,09/01/20 06:23:43 AM
-46.5,-24,object2,09/01/20 12:05:39 PM
-46.41666667,-24,object5,09/01/20 09:51:47 AM
-46.33333333,-24,object3,09/01/20 02:49:01 AM
-46.25,-23.9167,object5,09/01/20 04:44:25 AM
-46.16666667,-23.8333,object2,09/01/20 01:46:47 AM
-46.08333333,-23.75,object2,09/01/20 06:33:15 AM
-46,-23.75,object3,09/01/20 02:28:24 AM
-45.91666667,-23.75,object5,09/01/20 05:19:46 AM
-45.83333333,-23.75,object5,09/01/20 10:04:43 AM
-45.75,-23.75,object2,09/01/20 12:05:36 AM
-45.66666667,-23.75,object5,09/01/20 03:37:15 AM
-45.58333333,-23.75,object3,09/01/20 01:12:52 AM
-45.5,-23.6667,object2,09/01/20 10:05:52 AM
-45.41666667,-23.5833,object1,09/01/20 03:27:57 AM
-45.33333333,-23.5833,object2,09/01/20 07:04:57 AM
-45.25,-23.5,object1,09/01/20 11:22:02 AM
-45.16666667,-23.5,object3,09/01/20 01:08:24 AM
-45.08333333,-23.4167,object5,09/01/20 12:09:12 PM
-45,-23.3333,object5,09/01/20 07:57:28 AM
-44.91666667,-23.3333,object1,09/01/20 08:31:44 AM
-44.83333333,-23.3333,object1,09/01/20 03:19:47 AM
-44.75,-23.3333,object4,09/01/20 04:18:02 AM
-44.66666667,-23.25,object5,09/01/20 01:02:54 PM
-44.58333333,-23.1667,object1,09/01/20 08:41:38 AM
-44.5,-23.0833,object3,09/01/20 06:34:16 AM
-44.41666667,-23,object1,09/01/20 11:21:44 AM
-44.33333333,-23,object3,09/01/20 01:12:01 PM
-44.25,-23,object2,09/01/20 05:17:30 AM
-44.16666667,-23,object2,09/01/20 03:40:54 AM
-44.08333333,-23,object4,09/01/20 10:46:20 AM
-44,-23,object5,09/01/20 02:41:49 AM
-43.91666667,-23,object2,09/01/20 09:32:31 AM
-43.83333333,-23,object1,09/01/20 02:27:29 AM
-43.75,-23,object3,09/01/20 10:10:00 AM
-43.66666667,-23,object3,09/01/20 01:18:25 AM
-43.58333333,-23,object1,09/01/20 10:33:46 AM
-43.5,-23,object5,09/01/20 11:27:14 AM
-43.41666667,-23,object1,09/01/20 03:12:17 AM
-43.33333333,-23,object4,09/01/20 09:22:53 AM
-43.25,-22.9167,object4,09/01/20 06:01:45 AM
-43.16666667,-22.9167,object1,09/01/20 05:12:28 AM
-43.08333333,-22.9167,object2,09/01/20 01:34:38 AM
-43,-22.9167,object5,09/01/20 03:09:05 AM
-42.91666667,-22.9167,object2,09/01/20 09:47:04 AM
-42.83333333,-22.9167,object5,09/01/20 04:08:01 AM
-42.75,-22.9167,object1,09/01/20 01:40:23 AM
-42.66666667,-22.9167,object1,09/01/20 03:23:28 AM
-42.58333333,-22.9167,object3,09/01/20 08:59:01 AM
-42.5,-22.9167,object2,09/01/20 01:08:51 AM
-42.41666667,-22.9167,object3,09/01/20 06:01:21 AM
-42.33333333,-22.9167,object3,09/01/20 01:53:04 AM
-42.25,-22.9167,object3,09/01/20 01:31:18 AM
-42.16666667,-22.9167,object3,09/01/20 07:22:10 AM
-42.08333333,-22.8333,object1,09/01/20 02:12:27 AM
-42,-22.75,object4,09/01/20 06:03:42 AM
-41.91666667,-22.6667,object4,09/01/20 06:39:02 AM
-41.91666667,-22.5833,object3,09/01/20 07:14:32 AM
-41.83333333,-22.5,object3,09/01/20 02:41:02 AM
-41.75,-22.4167,object4,09/01/20 06:07:17 AM
-41.66666667,-22.3333,object3,09/01/20 08:02:45 AM
-41.58333333,-22.25,object3,09/01/20 10:17:14 AM
-41.5,-22.1667,object4,09/01/20 12:43:11 PM
-41.41666667,-22.1667,object3,09/01/20 12:58:50 AM
-41.33333333,-22.0833,object1,09/01/20 05:35:05 AM
-41.25,-22.0833,object5,09/01/20 12:23:05 PM
-41.16666667,-22,object3,09/01/20 06:00:06 AM
-41.08333333,-22,object2,09/01/20 01:09:06 PM
-41,-21.9167,object2,09/01/20 08:16:29 AM
-41,-21.8333,object1,09/01/20 04:21:48 AM
-41,-21.75,object5,09/01/20 07:47:59 AM
-41,-21.6667,object3,09/01/20 03:09:05 AM
-41,-21.5833,object3,09/01/20 10:57:13 AM
-41,-21.5,object2,09/01/20 02:35:50 AM
-40.91666667,-21.4167,object4,09/01/20 05:41:32 AM
-40.91666667,-21.3333,object4,09/01/20 01:07:30 AM
-40.91666667,-21.25,object2,09/01/20 06:24:55 AM
-40.83333333,-21.1667,object4,09/01/20 03:05:24 AM
-40.75,-21.0833,object4,09/01/20 09:46:17 AM
-40.75,-21,object4,09/01/20 01:51:38 AM
-40.75,-20.9167,object2,09/01/20 04:35:56 AM
-40.66666667,-20.8333,object2,09/01/20 02:36:37 AM
-40.58333333,-20.75,object1,09/01/20 10:18:03 AM
-40.5,-20.6667,object4,09/01/20 03:00:00 AM
-40.41666667,-20.5833,object3,09/01/20 01:25:33 AM
-40.33333333,-20.5,object5,09/01/20 07:06:36 AM
-40.25,-20.4167,object2,09/01/20 12:46:36 AM
-40.25,-20.3333,object2,09/01/20 07:31:32 AM
-40.16666667,-20.25,object4,09/01/20 01:58:30 AM
-40.16666667,-20.1667,object1,09/01/20 09:05:21 AM
-40.16666667,-20.0833,object1,09/01/20 01:44:07 AM
-40.08333333,-20,object3,09/01/20 03:08:29 AM
-40.08333333,-19.9167,object1,09/01/20 07:02:32 AM
-40,-19.8333,object2,09/01/20 12:50:58 AM
-39.91666667,-19.75,object3,09/01/20 10:35:57 AM
-39.83333333,-19.6667,object1,09/01/20 12:01:52 PM
-39.75,-19.5833,object5,09/01/20 11:27:12 AM
-39.66666667,-19.5,object4,09/01/20 01:36:41 PM
-39.66666667,-19.4167,object2,09/01/20 03:12:43 AM
-39.66666667,-19.3333,object1,09/01/20 12:38:04 PM
-39.66666667,-19.25,object5,09/01/20 03:32:42 AM
-39.66666667,-19.1667,object4,09/01/20 04:33:36 AM
-39.66666667,-19.0833,object1,09/01/20 02:12:56 AM
-39.66666667,-19,object1,09/01/20 01:06:39 AM
-39.66666667,-18.9167,object2,09/01/20 06:24:57 AM
-39.66666667,-18.8333,object4,09/01/20 04:21:56 AM
-39.66666667,-18.75,object1,09/01/20 04:31:10 AM
-39.66666667,-18.6667,object4,09/01/20 04:02:40 AM
-39.66666667,-18.5833,object4,09/01/20 01:21:16 AM
-39.66666667,-18.5,object3,09/01/20 11:34:37 AM
-39.66666667,-18.4167,object5,09/01/20 01:10:56 AM
-39.58333333,-18.3333,object2,09/01/20 09:11:34 AM
-39.58333333,-18.25,object2,09/01/20 01:44:42 PM
-39.58333333,-18.1667,object4,09/01/20 01:01:17 AM
-39.5,-18.0833,object3,09/01/20 06:17:14 AM
-39.41666667,-18,object5,09/01/20 01:39:06 AM
-39.33333333,-17.9167,object1,09/01/20 12:24:02 PM
-39.25,-17.8333,object3,09/01/20 02:52:18 AM
-39.16666667,-17.75,object5,09/01/20 12:23:05 PM
-39.16666667,-17.6667,object3,09/01/20 12:19:04 PM
-39.16666667,-17.5833,object5,09/01/20 07:41:14 AM
-39.16666667,-17.5,object4,09/01/20 01:43:33 PM
-39.16666667,-17.4167,object2,09/01/20 03:02:55 AM
-39.16666667,-17.3333,object3,09/01/20 03:03:31 AM
-39.16666667,-17.25,object2,09/01/20 06:15:41 AM
-39.16666667,-17.1667,object3,09/01/20 12:04:18 PM
-39.08333333,-17.0833,object3,09/01/20 09:13:50 AM
-39.08333333,-17,object1,09/01/20 10:48:32 AM
-39.08333333,-16.9167,object1,09/01/20 11:27:08 AM
-39.08333333,-16.8333,object4,09/01/20 11:16:23 AM
-39.08333333,-16.75,object4,09/01/20 08:35:01 AM
-39.08333333,-16.6667,object2,09/01/20 12:11:52 PM
-39,-16.5833,object4,09/01/20 04:11:45 AM
-39,-16.5,object5,09/01/20 05:37:27 AM
-39,-16.4167,object1,09/01/20 11:18:30 AM
-39,-16.3333,object3,09/01/20 03:26:50 AM
-39,-16.25,object5,09/01/20 07:13:35 AM
-38.91666667,-16.1667,object2,09/01/20 02:34:38 AM
-38.91666667,-16.0833,object3,09/01/20 02:24:44 AM
-38.91666667,-16,object5,09/01/20 01:07:22 PM
-38.91666667,-15.9167,object2,09/01/20 12:54:01 AM
-38.91666667,-15.8333,object1,09/01/20 09:55:23 AM
-39,-15.75,object2,09/01/20 01:23:03 PM
-39,-15.6667,object3,09/01/20 04:38:52 AM
-39,-15.5833,object5,09/01/20 04:15:01 AM
-39,-15.5,object2,09/01/20 05:28:47 AM
-39,-15.4167,object5,09/01/20 01:57:55 AM
-39,-15.3333,object4,09/01/20 04:20:14 AM
-39,-15.25,object5,09/01/20 04:27:41 AM
-39,-15.1667,object2,09/01/20 08:58:58 AM
-39,-15.0833,object5,09/01/20 12:36:47 PM
-39,-15,object3,09/01/20 01:11:37 AM
-39,-14.9167,object2,09/01/20 08:15:30 AM
-39,-14.8333,object2,09/01/20 12:23:48 PM
-39,-14.75,object1,09/01/20 04:18:25 AM
-39,-14.6667,object3,09/01/20 08:41:05 AM
-39,-14.5833,object1,09/01/20 10:19:18 AM
-39,-14.5,object1,09/01/20 08:18:10 AM
-39,-14.4167,object4,09/01/20 01:13:00 PM
-38.91666667,-14.3333,object2,09/01/20 06:19:49 AM
-38.91666667,-14.25,object3,09/01/20 01:09:56 AM
-38.91666667,-14.1667,object1,09/01/20 10:42:09 AM
-38.91666667,-14.0833,object4,09/01/20 07:27:44 AM
-38.91666667,-14,object1,09/01/20 08:35:36 AM
-38.91666667,-13.9167,object3,09/01/20 10:52:11 AM
-38.91666667,-13.8333,object3,09/01/20 10:19:16 AM
-38.91666667,-13.75,object4,09/01/20 04:42:30 AM
-38.83333333,-13.6667,object2,09/01/20 10:38:49 AM
-38.83333333,-13.5833,object5,09/01/20 08:22:54 AM
-38.83333333,-13.5,object3,09/01/20 06:12:49 AM
-38.83333333,-13.4167,object5,09/01/20 04:02:20 AM
-38.83333333,-13.3333,object4,09/01/20 06:16:39 AM
-38.83333333,-13.25,object4,09/01/20 02:09:15 AM
-38.75,-13.1667,object2,09/01/20 01:40:42 AM
-38.66666667,-13.0833,object3,09/01/20 12:20:46 PM
-38.58333333,-13,object3,09/01/20 01:44:50 AM
-38.5,-12.9167,object1,09/01/20 02:01:58 AM
-38.41666667,-12.9167,object1,09/01/20 08:37:03 AM
-38.33333333,-12.8333,object3,09/01/20 07:23:04 AM
-38.25,-12.75,object5,09/01/20 01:38:58 AM
-38.16666667,-12.6667,object1,09/01/20 06:25:08 AM
-38.08333333,-12.5833,object1,09/01/20 03:40:06 AM
-38,-12.5,object3,09/01/20 12:53:20 PM
-37.91666667,-12.4167,object1,09/01/20 07:09:02 AM
-37.83333333,-12.3333,object3,09/01/20 12:23:19 PM
-37.75,-12.25,object4,09/01/20 06:12:20 AM
-37.66666667,-12.1667,object2,09/01/20 09:34:52 AM
-37.66666667,-12.0833,object1,09/01/20 05:55:38 AM
-37.58333333,-12,object2,09/01/20 12:33:12 PM
-37.58333333,-11.9167,object2,09/01/20 03:43:34 AM
-37.5,-11.8333,object3,09/01/20 05:58:49 AM
-37.5,-11.75,object4,09/01/20 03:43:10 AM
-37.41666667,-11.6667,object4,09/01/20 09:08:13 AM
-37.41666667,-11.5833,object4,09/01/20 01:37:11 AM
-37.33333333,-11.5,object5,09/01/20 05:31:44 AM
-37.25,-11.4167,object2,09/01/20 12:06:13 AM
-37.25,-11.3333,object5,09/01/20 09:27:30 AM
-37.16666667,-11.25,object4,09/01/20 11:14:58 AM
-37.08333333,-11.1667,object5,09/01/20 12:18:20 AM
-37.08333333,-11.0833,object4,09/01/20 06:41:08 AM
-37,-11,object4,09/01/20 10:37:06 AM
-36.91666667,-10.9167,object5,09/01/20 03:06:57 AM
-36.91666667,-10.8333,object1,09/01/20 06:03:54 AM
-36.83333333,-10.75,object2,09/01/20 12:29:18 AM
-36.75,-10.6667,object4,09/01/20 12:42:34 AM
-36.66666667,-10.5833,object1,09/01/20 12:43:42 AM
-36.58333333,-10.5,object2,09/01/20 06:52:42 AM
-36.5,-10.5,object2,09/01/20 02:43:10 AM
-36.41666667,-10.4167,object1,09/01/20 07:11:30 AM
-36.33333333,-10.3333,object1,09/01/20 04:45:32 AM
-36.25,-10.25,object4,09/01/20 06:10:06 AM
-36.16666667,-10.1667,object4,09/01/20 02:17:33 AM
-36.08333333,-10.0833,object2,09/01/20 06:25:28 AM
-36,-10,object3,09/01/20 03:41:45 AM
-35.91666667,-9.91667,object4,09/01/20 12:17:47 PM
-35.83333333,-9.83333,object5,09/01/20 01:23:05 AM
-35.75,-9.75,object3,09/01/20 11:58:28 AM
-35.66666667,-9.66667,object3,09/01/20 06:40:40 AM
-35.58333333,-9.58333,object3,09/01/20 03:32:10 AM
-35.5,-9.5,object3,09/01/20 04:32:15 AM
-35.41666667,-9.41667,object3,09/01/20 12:59:09 AM
-35.41666667,-9.33333,object1,09/01/20 05:20:17 AM
-35.33333333,-9.25,object1,09/01/20 01:18:52 AM
-35.25,-9.16667,object3,09/01/20 06:39:35 AM
-35.16666667,-9.08333,object1,09/01/20 06:38:45 AM
-35.16666667,-9,object1,09/01/20 08:53:09 AM
-35.08333333,-8.91667,object4,09/01/20 01:13:29 PM
-35.08333333,-8.83333,object3,09/01/20 02:57:22 AM
-35,-8.75,object3,09/01/20 02:29:41 AM
-35,-8.66667,object4,09/01/20 07:06:12 AM
-35,-8.58333,object1,09/01/20 03:42:20 AM
-34.91666667,-8.5,object2,09/01/20 03:10:08 AM
-34.91666667,-8.41667,object5,09/01/20 12:34:55 AM
-34.91666667,-8.33333,object4,09/01/20 03:09:26 AM
-34.91666667,-8.25,object3,09/01/20 03:17:18 AM
-34.83333333,-8.16667,object1,09/01/20 01:24:09 AM
-34.83333333,-8.08333,object5,09/01/20 10:41:16 AM
-34.83333333,-8,object1,09/01/20 09:21:03 AM
-34.83333333,-7.91667,object1,09/01/20 02:51:45 AM
-34.83333333,-7.83333,object2,09/01/20 12:28:39 AM
-34.83333333,-7.75,object5,09/01/20 12:29:29 PM
-34.83333333,-7.66667,object4,09/01/20 10:42:04 AM
-34.83333333,-7.58333,object1,09/01/20 08:25:25 AM
-34.83333333,-7.5,object2,09/01/20 05:30:45 AM
-34.83333333,-7.41667,object2,09/01/20 05:17:17 AM
-34.83333333,-7.33333,object1,09/01/20 09:31:36 AM
-34.83333333,-7.25,object5,09/01/20 04:36:01 AM
-34.83333333,-7.16667,object4,09/01/20 01:36:31 PM
-34.83333333,-7.08333,object4,09/01/20 12:07:01 PM
-34.91666667,-7,object4,09/01/20 11:18:10 AM
-34.91666667,-6.91667,object1,09/01/20 01:09:26 AM
-35,-6.83333,object4,09/01/20 02:22:28 AM
-35,-6.75,object1,09/01/20 01:30:59 AM
-35,-6.66667,object3,09/01/20 02:35:41 AM
-35,-6.58333,object4,09/01/20 05:12:17 AM
-35,-6.5,object4,09/01/20 11:34:00 AM
-35.08333333,-6.41667,object4,09/01/20 06:44:12 AM
-35.08333333,-6.33333,object3,09/01/20 12:26:36 PM
-35.16666667,-6.25,object1,09/01/20 03:36:41 AM
-35.16666667,-6.16667,object2,09/01/20 01:31:37 AM
-35.16666667,-6.08333,object4,09/01/20 01:29:27 AM
-35.16666667,-6,object2,09/01/20 09:12:19 AM
-35.25,-5.91667,object2,09/01/20 09:20:21 AM
-35.25,-5.83333,object1,09/01/20 06:30:50 AM
-35.25,-5.75,object1,09/01/20 07:52:59 AM
-35.25,-5.66667,object2,09/01/20 05:27:08 AM
-35.25,-5.58333,object3,09/01/20 01:22:52 AM
-35.33333333,-5.5,object1,09/01/20 01:31:32 PM
-35.41666667,-5.41667,object4,09/01/20 07:28:13 AM
-35.41666667,-5.33333,object4,09/01/20 04:15:47 AM
-35.5,-5.25,object3,09/01/20 12:55:38 AM
-35.58333333,-5.16667,object4,09/01/20 04:34:36 AM
-35.66666667,-5.08333,object4,09/01/20 06:24:23 AM
-35.75,-5,object2,09/01/20 06:48:32 AM
-35.83333333,-5,object1,09/01/20 01:34:44 PM
-35.91666667,-5,object3,09/01/20 01:53:35 AM
-36,-5,object3,09/01/20 11:17:29 AM
-36.08333333,-5,object2,09/01/20 02:54:31 AM
-36.16666667,-5,object1,09/01/20 06:27:19 AM
-36.25,-5,object2,09/01/20 06:32:32 AM
-36.33333333,-5,object1,09/01/20 12:21:38 PM
-36.41666667,-5,object4,09/01/20 06:29:07 AM
-36.5,-5,object3,09/01/20 08:58:24 AM
-36.58333333,-5,object3,09/01/20 03:31:26 AM
-36.66666667,-5,object3,09/01/20 08:29:07 AM
-36.75,-4.91667,object1,09/01/20 05:27:42 AM
-36.83333333,-4.91667,object5,09/01/20 12:17:14 PM
-36.91666667,-4.91667,object1,09/01/20 07:12:50 AM
-37,-4.91667,object5,09/01/20 05:40:19 AM
-37.08333333,-4.83333,object5,09/01/20 11:18:13 AM
-37.16666667,-4.75,object4,09/01/20 08:24:34 AM
-37.25,-4.66667,object4,09/01/20 03:09:57 AM
-37.33333333,-4.58333,object5,09/01/20 04:14:10 AM
-37.41666667,-4.58333,object1,09/01/20 08:10:55 AM
-37.5,-4.58333,object5,09/01/20 08:22:06 AM
-37.58333333,-4.5,object5,09/01/20 10:52:43 AM
-37.66666667,-4.41667,object2,09/01/20 12:57:10 PM
-37.75,-4.33333,object5,09/01/20 10:41:56 AM
-37.83333333,-4.25,object1,09/01/20 12:28:51 AM
-37.91666667,-4.16667,object1,09/01/20 12:46:14 PM
-38,-4.08333,object2,09/01/20 07:53:46 AM
-38.08333333,-4,object3,09/01/20 10:11:20 AM
-38.16666667,-3.91667,object1,09/01/20 08:27:05 AM
-38.25,-3.83333,object2,09/01/20 01:44:56 AM
-38.33333333,-3.75,object4,09/01/20 03:44:15 AM
-38.41666667,-3.66667,object2,09/01/20 08:42:15 AM
-38.5,-3.66667,object4,09/01/20 02:02:24 AM
-38.58333333,-3.58333,object5,09/01/20 10:30:46 AM
-38.66666667,-3.58333,object1,09/01/20 11:00:14 AM
-38.75,-3.5,object1,09/01/20 04:20:44 AM
-38.83333333,-3.41667,object5,09/01/20 07:48:07 AM
-38.91666667,-3.33333,object3,09/01/20 02:00:04 AM
-39,-3.33333,object3,09/01/20 06:23:57 AM
-39.08333333,-3.25,object3,09/01/20 11:33:51 AM
-39.16666667,-3.16667,object3,09/01/20 12:07:52 PM
-39.25,-3.16667,object2,09/01/20 09:05:44 AM
-39.33333333,-3.08333,object5,09/01/20 03:26:35 AM
-39.41666667,-3.08333,object2,09/01/20 10:26:49 AM
-39.5,-3,object3,09/01/20 07:04:49 AM
-39.58333333,-2.91667,object1,09/01/20 11:59:17 AM
-39.66666667,-2.91667,object3,09/01/20 08:42:29 AM
-39.75,-2.83333,object4,09/01/20 10:42:09 AM
-39.83333333,-2.83333,object3,09/01/20 04:57:15 AM
-39.91666667,-2.83333,object2,09/01/20 05:36:38 AM
-40,-2.83333,object3,09/01/20 06:22:58 AM
-40.08333333,-2.83333,object4,09/01/20 01:20:56 AM
-40.16666667,-2.83333,object2,09/01/20 01:13:01 PM
-40.25,-2.83333,object1,09/01/20 11:54:46 AM
-40.33333333,-2.83333,object4,09/01/20 09:16:13 AM
-40.41666667,-2.83333,object4,09/01/20 01:40:26 AM
-40.5,-2.83333,object4,09/01/20 01:04:58 PM
-40.58333333,-2.83333,object2,09/01/20 12:20:23 PM
-40.66666667,-2.83333,object4,09/01/20 02:26:50 AM
-40.75,-2.83333,object2,09/01/20 03:52:47 AM
-40.83333333,-2.83333,object2,09/01/20 11:42:57 AM
-40.91666667,-2.83333,object2,09/01/20 04:26:37 AM
-41,-2.83333,object5,09/01/20 05:52:37 AM
-41.08333333,-2.83333,object1,09/01/20 12:53:29 AM
-41.16666667,-2.83333,object5,09/01/20 12:53:12 AM
-41.25,-2.83333,object5,09/01/20 05:35:34 AM
-41.33333333,-2.83333,object2,09/01/20 10:43:49 AM
-41.41666667,-2.83333,object3,09/01/20 04:25:27 AM
-41.5,-2.83333,object3,09/01/20 03:01:19 AM
-41.58333333,-2.83333,object5,09/01/20 08:01:42 AM
-41.66666667,-2.75,object1,09/01/20 07:13:27 AM
-41.75,-2.66667,object5,09/01/20 02:09:58 AM
-41.83333333,-2.66667,object3,09/01/20 07:14:02 AM
-41.91666667,-2.66667,object1,09/01/20 04:25:14 AM
-42,-2.66667,object5,09/01/20 08:09:44 AM
-42.08333333,-2.66667,object2,09/01/20 11:01:12 AM
-42.16666667,-2.66667,object2,09/01/20 05:13:31 AM
-42.25,-2.66667,object1,09/01/20 01:33:35 AM
-42.33333333,-2.66667,object4,09/01/20 06:15:49 AM
-42.41666667,-2.66667,object4,09/01/20 01:21:39 AM
-42.5,-2.58333,object4,09/01/20 05:18:14 AM
-42.58333333,-2.58333,object1,09/01/20 07:03:07 AM
-42.66666667,-2.5,object1,09/01/20 01:13:40 AM
-42.75,-2.5,object4,09/01/20 02:17:00 AM
-42.83333333,-2.41667,object3,09/01/20 08:22:12 AM
-42.91666667,-2.41667,object4,09/01/20 07:00:11 AM
-43,-2.41667,object2,09/01/20 04:52:47 AM
-43.08333333,-2.41667,object3,09/01/20 10:08:24 AM
-43.16666667,-2.41667,object2,09/01/20 04:10:37 AM
-43.25,-2.41667,object4,09/01/20 08:33:22 AM
-43.33333333,-2.41667,object4,09/01/20 08:18:10 AM
-43.41666667,-2.41667,object5,09/01/20 05:34:28 AM
-43.5,-2.41667,object4,09/01/20 05:59:28 AM
-43.58333333,-2.41667,object1,09/01/20 09:47:12 AM
-43.66666667,-2.41667,object1,09/01/20 03:01:01 AM
-43.75,-2.41667,object2,09/01/20 10:12:10 AM
-43.83333333,-2.41667,object1,09/01/20 05:06:03 AM
-43.91666667,-2.41667,object5,09/01/20 04:19:29 AM
-44,-2.41667,object5,09/01/20 08:24:52 AM
-44.08333333,-2.41667,object1,09/01/20 10:15:19 AM
-44.16666667,-2.41667,object1,09/01/20 02:15:52 AM
-44.25,-2.41667,object2,09/01/20 08:16:03 AM
-44.33333333,-2.33333,object4,09/01/20 12:42:16 PM
-44.41666667,-2.25,object2,09/01/20 07:09:58 AM
-44.5,-2.16667,object1,09/01/20 05:42:02 AM
-44.58333333,-2.08333,object4,09/01/20 07:55:05 AM
-44.58333333,-2,object2,09/01/20 12:04:10 PM
-44.58333333,-1.91667,object4,09/01/20 12:33:25 PM
-44.66666667,-1.83333,object1,09/01/20 12:37:01 AM
-44.75,-1.75,object4,09/01/20 08:30:44 AM
-44.75,-1.66667,object5,09/01/20 07:44:13 AM
-44.83333333,-1.58333,object4,09/01/20 07:35:38 AM
-44.91666667,-1.5,object2,09/01/20 04:38:13 AM
-45,-1.41667,object4,09/01/20 01:39:26 AM
-45.08333333,-1.33333,object5,09/01/20 05:05:18 AM
-45.16666667,-1.33333,object2,09/01/20 11:55:35 AM
-45.25,-1.25,object4,09/01/20 03:31:27 AM
-45.33333333,-1.25,object1,09/01/20 10:21:15 AM
-45.41666667,-1.25,object1,09/01/20 11:43:31 AM
-45.5,-1.25,object2,09/01/20 09:11:58 AM
-45.58333333,-1.16667,object3,09/01/20 06:00:25 AM
-45.66666667,-1.08333,object3,09/01/20 07:37:57 AM
